id,categoria,modo_color,formato,tipo_papel,material,gramaje,cantidad_rango,caras,precio_objetivo_csv,precio_estimado_modelo_c,diferencia_absoluta,diferencia_porcentual,factor_aplicado,causa_probable,clasificacion_recomendada,recomendacion,decision_usuario,comentario_usuario
ALT-001,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex,Triplex,1,1/0,884.0,1096.6013328255904,212.60133282559036,24.049924527781716,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-002,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex,Triplex,1001 a 5000,1/0,563.0,698.2105864432598,135.21058644325979,24.01608995439783,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-003,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex,Triplex,501 a 1000,1/0,603.0,747.4960396039605,144.49603960396053,23.96285897246443,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-004,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex,Triplex,2 a 50,1/0,724.0,897.405959634425,173.40595963442502,23.95109939702003,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-005,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex,Triplex,101 a 500,1/0,643.0,796.7814927646612,153.78149276466115,23.91625081876534,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-006,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Triplex,Triplex,51 a 100,1/0,683.0,846.0669459253619,163.0669459253619,23.875101892439517,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-007,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,350g,2 a 50,1/1,1292.0,1063.74436405179,-228.25563594821006,-17.666844887632358,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-008,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,350g,1001 a 5000,1/1,1005.0,827.5849009900991,-177.41509900990093,-17.65324368257721,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-009,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,350g,501 a 1000,1/1,1077.0,887.1381568926124,-189.86184310738759,-17.628769090750936,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-010,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,350g,101 a 500,1/1,1149.0,946.6914127951258,-202.30858720487424,-17.607361810694016,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-011,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,350g,1,1/1,1579.0,1301.9573876618433,-277.0426123381567,-17.545447266507708,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-012,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,350g,51 a 100,1/1,1220.0,1006.2446686976391,-213.7553313023609,-17.520928795275484,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-013,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,300g,501 a 1000,1/1,975.0,813.2099771515614,-161.79002284843864,-16.593848497275758,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-014,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,300g,1,1/1,1430.0,1193.1186785986292,-236.88132140137077,-16.56512737072523,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-015,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,300g,51 a 100,1/1,1105.0,922.0486862147754,-182.95131378522456,-16.556679980563306,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-016,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,300g,1001 a 5000,1/1,910.0,759.8174028941356,-150.18259710586437,-16.503582099545536,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-017,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,300g,101 a 500,1/1,1040.0,868.6561119573497,-171.3438880426503,-16.475373850254833,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-018,Bajadas Blanco y Negro,blanco_y_negro,XL,pesado,Ilustracion,300g,2 a 50,1/1,1170.0,977.4948210205637,-192.50517897943632,-16.453434100806525,2.0535605483625288,Patrón repetido XL ByN pesado: el derivado desde A3+ no replica bien la curva real del CSV.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-019,Bajadas Blanco y Negro,blanco_y_negro,XL,liviano,Ilustracion,150g,1001 a 5000,1/1,626.0,524.0064294258374,-101.99357057416262,-16.292902647629813,1.9407645534290272,Patrón repetido XL ByN liviano: sensibilidad de escala por rango/cara no capturada por factor fijo.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-020,Bajadas Blanco y Negro,blanco_y_negro,XL,liviano,Ilustracion,150g,51 a 100,1/1,760.0,636.570773524721,-123.42922647527905,-16.240687694115667,1.9407645534290272,Patrón repetido XL ByN liviano: sensibilidad de escala por rango/cara no capturada por factor fijo.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-021,Bajadas Blanco y Negro,blanco_y_negro,XL,liviano,Ilustracion,150g,101 a 500,1/1,715.0,599.6962470095694,-115.30375299043055,-16.126399019640637,1.9407645534290272,Patrón repetido XL ByN liviano: sensibilidad de escala por rango/cara no capturada por factor fijo.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
ALT-022,Bajadas Blanco y Negro,blanco_y_negro,XL,liviano,Ilustracion,150g,2 a 50,1/1,805.0,675.3860645933015,-129.6139354066985,-16.10110998840975,1.9407645534290272,Patrón repetido XL ByN liviano: sensibilidad de escala por rango/cara no capturada por factor fijo.,REGLA_ESPECIAL_REQUERIDA,Hay patrón repetido en segmento XL ByN; un solo factor no alcanza para estos casos.,,
